created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,quoted_status,text,favorited_by,scopes,display_text_width,retweeted_status,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-12-02T04:04:13Z,1598528439912480800,1598528439912480768,"As many as 13,000 Ukrainian troops have been killed since Russia's invasion in February, a senior adviser to President Volodymyr Zelensky has said.  https://t.co/MIM48ugwXE",FALSE,172,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,2,FALSE,FALSE,FALSE,en,NA,NA,,"As many as 13,000 Ukrainian troops have been killed since Russia's invasion in February, a senior adviser to President Volodymyr Zelensky has said.  https://t.co/MIM48ugwXE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:04:06Z,1598528410308984800,1598528410308984832,The EU is edging closer to setting a $60-per-barrel price cap on Russian oil. It's a complicated political and economic plan designed to keep Russia's supplies flowing into global markets while clamping down on Moscow's ability to fund the war in Ukraine. https://t.co/n4XwhSDqmv,FALSE,279,,,"<a href=""https://trueanthem.com/"" rel=""nofollow"">True Anthem</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,10,FALSE,FALSE,FALSE,en,NA,NA,,The EU is edging closer to setting a $60-per-barrel price cap on Russian oil. It's a complicated political and economic plan designed to keep Russia's supplies flowing into global markets while clamping down on Moscow's ability to fund the war in Ukraine. https://t.co/n4XwhSDqmv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:03:49Z,1598528335780380700,1598528335780380672,"US, France pledge to hold Russia accountable for 'war crimes' in Ukraine https://t.co/VT9QD2x7o8",FALSE,96,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"US, France pledge to hold Russia accountable for 'war crimes' in Ukraine https://t.co/VT9QD2x7o8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:03:19Z,1598528212019167200,1598528212019167239,"Russia accuses US of direct Ukraine war role, but says it's open to potential talks https://t.co/Xf85yCVqaN https://t.co/yqmU7J22Iz",FALSE,107,,,"<a href=""http://leadstories.com"" rel=""nofollow"">Lead Stories Feed Publisher</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Russia accuses US of direct Ukraine war role, but says it's open to potential talks https://t.co/Xf85yCVqaN https://t.co/yqmU7J22Iz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:02:36Z,1598528029105561600,1598528029105561602,"CBC News Why the battle for the small city of Bakhmut is so important to both Russia and Ukraine.
https://t.co/Y4a3n5DrKb

via @GoogleNews",FALSE,138,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"CBC News Why the battle for the small city of Bakhmut is so important to both Russia and Ukraine.
https://t.co/Y4a3n5DrKb

via @GoogleNews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:02:35Z,1598528027478065200,1598528027478065152,@Democracy_Unity  Why is the UN doing absolutely nothing about the war in Ukraine? There’s clearly a criminal party Russia clearly an innocent being attacked Ukraine. And United Nations supposed to be able to maintain peace and clearly impotent. Does the UN do anything?,FALSE,270,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,525979603,525979603,Democracy_Unity,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,@Democracy_Unity  Why is the UN doing absolutely nothing about the war in Ukraine? There’s clearly a criminal party Russia clearly an innocent being attacked Ukraine. And United Nations supposed to be able to maintain peace and clearly impotent. Does the UN do anything?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:02:08Z,1598527913921372200,1598527913921372160,"Ukraine War: Where are Russia making gains?
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/nw7fvac3Q6",FALSE,114,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Ukraine War: Where are Russia making gains?
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/nw7fvac3Q6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:02:03Z,1598527890760540200,1598527890760540165,"@DerLionHeart I hope, but I don’t see it unless a certain powerful faction gets kneecapped. Russia-Ukraine War and China might be the catalysts for such.",FALSE,153,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1598525435406598100,1598525435406598144,1530291071992877e3,1530291071992877059,DerLionHeart,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"@DerLionHeart I hope, but I don’t see it unless a certain powerful faction gets kneecapped. Russia-Ukraine War and China might be the catalysts for such.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:01:48Z,1598527828374347800,1598527828374347776,"Just how insane is any man such as #putin to think that the death of 13000 #Ukraine soldiers &amp; the huge shame brought to #Russia is somehow acceptable in modern times?
BBC-Ukraine war: #Zelensky aide reveals 13,000 war dead
https://t.co/kWcTeVaEDO #China #India #Chechnya #kremlin",FALSE,284,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,TRUE,en,NA,NA,,"Just how insane is any man such as #putin to think that the death of 13000 #Ukraine soldiers &amp; the huge shame brought to #Russia is somehow acceptable in modern times?
BBC-Ukraine war: #Zelensky aide reveals 13,000 war dead
https://t.co/kWcTeVaEDO #China #India #Chechnya #kremlin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:01:08Z,1598527663706181600,1598527663706181633,"CBC News: Why the battle for the small city of Bakhmut is so important to both Russia and Ukraine.
https://t.co/Y4a3n5DrKb

via @GoogleNews",FALSE,139,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"CBC News: Why the battle for the small city of Bakhmut is so important to both Russia and Ukraine.
https://t.co/Y4a3n5DrKb

via @GoogleNews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:00:48Z,1598527579455197200,1598527579455197187,"Russia and Ukraine war map 30 November 2022   280 day invasion  Military summary latest news today
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/r1ME9UKIYf",FALSE,169,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Russia and Ukraine war map 30 November 2022   280 day invasion  Military summary latest news today
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/r1ME9UKIYf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:00:25Z,1598527482885439500,1598527482885439490,"• 6th suspected letter bomb intercepted in Spain at US Embassy

• Russia condemns EU proposal to create special tribunal on Ukraine war

• Azerbaijan slams new French parliamentary resolution as ‘provocation’ 

Morning Briefing – Dec. 2, 2022 https://t.co/qL44GuwD1z https://t.co/SiPVGL8pUc",FALSE,266,,,"<a href=""http://www.aa.com.tr"" rel=""nofollow"">aa.com.tr</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,0,FALSE,FALSE,FALSE,en,NA,NA,,"• 6th suspected letter bomb intercepted in Spain at US Embassy

• Russia condemns EU proposal to create special tribunal on Ukraine war

• Azerbaijan slams new French parliamentary resolution as ‘provocation’ 

Morning Briefing – Dec. 2, 2022 https://t.co/qL44GuwD1z https://t.co/SiPVGL8pUc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:00:11Z,1598527424568111e3,1598527424568111104,"@SenTedCruz The pipeline to Germany began construction in 2011 &amp; was completed in 2021

The invasion of Ukraine started in 2022

POTUS kept existing sanctions on russia &amp; added more once the threat of war was realized

Sanctions you ""wrote"". Where did you write them, on the back of a napkin? https://t.co/DMJ3rgxwc2",FALSE,300,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1598405359730729e3,1598405359730728960,1074480192,1074480192,SenTedCruz,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"@SenTedCruz The pipeline to Germany began construction in 2011 &amp; was completed in 2021

The invasion of Ukraine started in 2022

POTUS kept existing sanctions on russia &amp; added more once the threat of war was realized

Sanctions you ""wrote"". Where did you write them, on the back of a napkin? https://t.co/DMJ3rgxwc2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:00:11Z,1598527424240689200,1598527424240689152,"Presidents #JoeBiden and #EmmanuelMacron vowed to maintain a united front against #Russia on Thursday amid growing worries about waning support for #Ukraine's war effort in the U.S. and Europe.
https://t.co/MJWY0POGGW",FALSE,217,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,8,FALSE,FALSE,FALSE,en,NA,NA,,"Presidents #JoeBiden and #EmmanuelMacron vowed to maintain a united front against #Russia on Thursday amid growing worries about waning support for #Ukraine's war effort in the U.S. and Europe.
https://t.co/MJWY0POGGW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T04:00:01Z,1598527380011614200,1598527380011614209,US-UAE relations have turned into a diplomatic battleground due to Russia's war in Ukraine. https://t.co/saRNIuCLu0,FALSE,115,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,1,FALSE,FALSE,FALSE,en,NA,NA,,US-UAE relations have turned into a diplomatic battleground due to Russia's war in Ukraine. https://t.co/saRNIuCLu0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:58:42Z,1598527051610615800,1598527051610615809,"Leaked Kremlin poll shows 55% of Russians want to see negotiations with Ukraine to end the war:   not   one  side   beneficial  negotiation,  but   fair  outcome  of  negotiation, and  Russia  should  not  try  even  overcome  with  negotiating  ,  like  its  trying   in  a war!",FALSE,279,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"Leaked Kremlin poll shows 55% of Russians want to see negotiations with Ukraine to end the war:   not   one  side   beneficial  negotiation,  but   fair  outcome  of  negotiation, and  Russia  should  not  try  even  overcome  with  negotiating  ,  like  its  trying   in  a war!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:58:31Z,1598527005624094700,1598527005624094723,"Did you know that Ted Cruz has an ""alternate history"" version of why there's a war between Russia and Ukraine?
It's Biden's fault. https://t.co/DAVXRiVX3f",FALSE,154,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,0,FALSE,FALSE,FALSE,en,1598405359730729e3,1598405359730728960,,"Did you know that Ted Cruz has an ""alternate history"" version of why there's a war between Russia and Ukraine?
It's Biden's fault. https://t.co/DAVXRiVX3f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:58:19Z,1598526954264731600,1598526954264731648,"@tedcruz It's important that you stop funding the war machine. Russia can have Ukraine if they want, it isn't a USA problem! We are not the world police!",FALSE,153,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1598326746486476800,1598326746486476800,23022687,23022687,tedcruz,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"@tedcruz It's important that you stop funding the war machine. Russia can have Ukraine if they want, it isn't a USA problem! We are not the world police!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:58:07Z,1598526903488741400,1598526903488741376,"We Are Using Ukraine To Do WHAT?! The award-winning journalist Aaron Maté, explains why peace talks were stopped between Russia &amp; Ukraine. Also, how the US is using Ukraine to weaken Russia without a direct conflict. #Russia #Ukraine #War https://t.co/ZxxSIeLPIN via @YouTube",FALSE,279,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"We Are Using Ukraine To Do WHAT?! The award-winning journalist Aaron Maté, explains why peace talks were stopped between Russia &amp; Ukraine. Also, how the US is using Ukraine to weaken Russia without a direct conflict. #Russia #Ukraine #War https://t.co/ZxxSIeLPIN via @YouTube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:57:24Z,1598526721263038500,1598526721263038465,"@SenTedCruz And here I thought the war in Ukraine was started by Russia when Putin invaded a sovereign country. 
Ted Cruz plays chess while the rest of us play checkers.",FALSE,169,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1598405359730729e3,1598405359730728960,1074480192,1074480192,SenTedCruz,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"@SenTedCruz And here I thought the war in Ukraine was started by Russia when Putin invaded a sovereign country. 
Ted Cruz plays chess while the rest of us play checkers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:56:25Z,1598526475388469200,1598526475388469249,@Nagato_gata @ShehabBawazeer2 That was gained in the first month of the war. Since then Ukraine has taken back 50% of the gains. Kharkiv oblast is free of Russians. Lyman is back. Izyum is back. Kherson is back. Russia hasn't taken anything since July except a couple of km around Bakhmut. The RU army sucks.,FALSE,308,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1598525537378508800,1598525537378508801,1051124596253106200,1051124596253106176,Nagato_gata,,,,NA,FALSE,0,2,FALSE,FALSE,NA,en,NA,NA,,@Nagato_gata @ShehabBawazeer2 That was gained in the first month of the war. Since then Ukraine has taken back 50% of the gains. Kharkiv oblast is free of Russians. Lyman is back. Izyum is back. Kherson is back. Russia hasn't taken anything since July except a couple of km around Bakhmut. The RU army sucks.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:56:24Z,1598526472297250800,1598526472297250816,"Ukraine War Update (20221201): Full Frontline Update &amp; Bakhmut Analysis
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/DXTAVPlvH8",FALSE,146,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Ukraine War Update (20221201): Full Frontline Update &amp; Bakhmut Analysis
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/DXTAVPlvH8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:56:04Z,1598526388692197400,1598526388692197378,"Ukraine's armed forces have lost up to 13,000 soldiers since Russian invasion, official says | World News - https://t.co/fkUjf6AU17{ 

        Ukraine's armed forces have lost up to 13,000 soldiers so far in the war against Russia, presidential adviser Mykhailo Podolyak h... https://t.co/Zr9TUdfXuG",FALSE,275,,,"<a href=""https://hikerstore.co.uk"" rel=""nofollow"">isearch247</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Ukraine's armed forces have lost up to 13,000 soldiers since Russian invasion, official says | World News - https://t.co/fkUjf6AU17{ 

        Ukraine's armed forces have lost up to 13,000 soldiers so far in the war against Russia, presidential adviser Mykhailo Podolyak h... https://t.co/Zr9TUdfXuG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:55:48Z,1598526319943352300,1598526319943352321,"""Like the First World War"" | Russia, Ukraine Take Heavy Losses As Putin Eyes Desperate Bakhmut Win
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/PFNQUviEOE",FALSE,166,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"""Like the First World War"" | Russia, Ukraine Take Heavy Losses As Putin Eyes Desperate Bakhmut Win
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/PFNQUviEOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:55:09Z,1598526156743270400,1598526156743270402,"@mdfzeh this side of an all out nuclear war between the USA and Russia, nobody is going to nuke Kiev or anywhere in the Ukraine, or in Europe. geez louise

(I am assuming there won't be a fatal miscalculation or serious misunderstanding, at a very late stage in the Armageddon game)",FALSE,282,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1598349696535335e3,1598349696535334913,3028079651,3028079651,mdfzeh,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"@mdfzeh this side of an all out nuclear war between the USA and Russia, nobody is going to nuke Kiev or anywhere in the Ukraine, or in Europe. geez louise

(I am assuming there won't be a fatal miscalculation or serious misunderstanding, at a very late stage in the Armageddon game)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:54:57Z,1598526106688110600,1598526106688110592,@sheboonsheboon @ScholarMountain @KrisTheRula @ighaworth @kanyewest to sum up moor where even forced to join the war or allied to free their land &gt;&gt;&gt;same as chechens soldier in ukraine or russia,FALSE,203,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1598522065006432300,1598522065006432256,1509769050284511200,1509769050284511239,sheboonsheboon,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,@sheboonsheboon @ScholarMountain @KrisTheRula @ighaworth @kanyewest to sum up moor where even forced to join the war or allied to free their land &gt;&gt;&gt;same as chechens soldier in ukraine or russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:54:18Z,1598525942607274e3,1598525942607273989,"@SenTedCruz If what you say is true, Ted Cruz, why wouldn’t Russia start a war with the USA instead of Ukraine? Your tweet doesn’t make sense.",FALSE,142,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1598405359730729e3,1598405359730728960,1074480192,1074480192,SenTedCruz,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"@SenTedCruz If what you say is true, Ted Cruz, why wouldn’t Russia start a war with the USA instead of Ukraine? Your tweet doesn’t make sense.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
2022-12-02T03:54:13Z,1598525921107259400,1598525921107259393,Russia-Ukraine war at a glance: what we know on day 282 of the invasion https://t.co/1YgIQ4rjvg,FALSE,95,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,Russia-Ukraine war at a glance: what we know on day 282 of the invasion https://t.co/1YgIQ4rjvg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
